Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.223-192.168.1.233-22-39778-6,192.168.1.233,39778,192.168.1.223,22,6,24/05/2025 06:40:35 PM,764,6,5,17376.0,0.0,2896.0,2896.0,2896.0,0.0,0.0,0.0,0.0,0.0,22743455.4973822,14397.905759162302,76.4,112.74080401030004,373.0,0.0,722.0,144.4,129.25285296657864,373.0,70.0,1.0,0.25,0.5,1.0,0.0,0,0,0,0,192,160,7853.403141361256,6544.502617801047,0.0,2896.0,1448.0,1512.386674943103,2287313.454545454,0,0,0,0,1,0,0,0,0.0,1579.6363636363635,2896.0,0.0,0,0,0,0,0,0,6,17376,5,0,-1,485,6,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39778-6,192.168.1.233,39778,192.168.1.223,22,6,24/05/2025 06:40:35 PM,581,1,2,2896.0,0.0,2896.0,2896.0,2896.0,0.0,0.0,0.0,0.0,0.0,4984509.466437177,5163.5111876075725,290.5,372.64527368531054,554.0,27.0,0.0,0.0,0.0,0.0,0.0,581.0,581.0,0.0,581.0,581.0,0,0,0,0,32,64,1721.170395869191,3442.340791738382,0.0,2896.0,724.0,1448.0,2096704.0,0,0,0,0,1,0,0,0,2.0,965.3333333333334,2896.0,0.0,0,0,0,0,0,0,1,2896,2,0,-1,501,1,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39766-6,192.168.1.233,39766,192.168.1.223,22,6,24/05/2025 06:40:35 PM,34,1,1,2896.0,0.0,2896.0,2896.0,2896.0,0.0,0.0,0.0,0.0,0.0,85176470.58823529,58823.52941176471,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,29411.764705882357,29411.764705882357,0.0,2896.0,965.3333333333334,1672.0063795731562,2795605.333333333,0,0,0,0,1,0,0,0,1.0,1448.0,2896.0,0.0,0,0,0,0,0,0,1,2896,1,0,-1,501,1,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39790-6,192.168.1.233,39790,192.168.1.223,22,6,24/05/2025 06:40:34 PM,27,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74074.07407407407,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,37037.03703703704,37037.03703703704,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39796-6,192.168.1.233,39796,192.168.1.223,22,6,24/05/2025 06:40:34 PM,1385,11,1,13052.0,0.0,1448.0,0.0,1186.5454545454545,581.7168320817893,0.0,0.0,0.0,0.0,9423826.714801444,8664.259927797833,125.90909090909088,23.20540689345716,170.0,77.0,1308.0,130.79999999999998,17.491585278514798,170.0,115.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,352,40,7942.2382671480145,722.0216606498195,0.0,1448.0,1004.0,693.2128100374372,480544.0,0,1,0,0,1,0,0,0,0.0,1087.6666666666667,1186.5454545454545,0.0,0,0,0,0,0,0,11,13052,1,0,-1,65160,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39762-6,192.168.1.233,39762,192.168.1.223,22,6,24/05/2025 06:40:34 PM,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.5,0.7071067811865476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7071067811865476,1.0,0.0,0,0,0,0,0,72,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39758-6,192.168.1.233,39758,192.168.1.223,22,6,24/05/2025 06:40:34 PM,456,6,5,14480.0,37.0,2896.0,0.0,2413.333333333333,1182.287049183347,37.0,0.0,7.4,16.546903033498445,31835526.315789472,24122.80701754386,45.6,55.14667311411954,146.0,0.0,416.0,83.2,54.842501766422,146.0,26.0,1.0,0.25,0.5,1.0,0.0,0,0,0,0,192,160,13157.894736842103,10964.912280701754,0.0,2896.0,1209.75,1488.547438704164,2215773.477272727,0,0,0,0,1,0,0,0,0.0,1319.7272727272727,2413.333333333333,7.4,0,0,0,0,0,0,6,14480,5,37,-1,455,5,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39790-6,192.168.1.233,39790,192.168.1.223,22,6,24/05/2025 06:40:36 PM,17,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117647.0588235294,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,58823.52941176471,58823.52941176471,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39794-6,192.168.1.233,39794,192.168.1.223,22,6,24/05/2025 06:40:36 PM,26,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76923.07692307692,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,38461.53846153846,38461.53846153846,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39804-6,192.168.1.233,39804,192.168.1.223,22,6,24/05/2025 06:40:36 PM,1336,11,1,13052.0,0.0,1448.0,0.0,1186.5454545454545,581.7168320817893,0.0,0.0,0.0,0.0,9769461.077844312,8982.035928143712,121.45454545454544,47.31672777435827,247.0,57.0,1279.0,127.9,44.49581753128914,247.0,95.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,352,40,8233.532934131737,748.502994011976,0.0,1448.0,1004.0,693.2128100374372,480544.0,0,1,0,0,1,0,0,0,0.0,1087.6666666666667,1186.5454545454545,0.0,0,0,0,0,0,0,11,13052,1,0,-1,65160,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39794-6,192.168.1.233,39794,192.168.1.223,22,6,24/05/2025 06:40:37 PM,226,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8849.557522123894,226.0,0.0,226.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,4424.778761061947,4424.778761061947,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39778-6,192.168.1.233,39778,192.168.1.223,22,6,24/05/2025 06:40:36 PM,896,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2232.1428571428573,896.0,0.0,896.0,896.0,0.0,0.0,0.0,0.0,0.0,896.0,896.0,0.0,896.0,896.0,0,0,0,0,0,40,0.0,2232.1428571428573,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39756-6,192.168.1.233,39756,192.168.1.223,22,6,24/05/2025 06:40:39 PM,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.5,1.0,0.0,0,0,0,0,0,100,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39794-6,192.168.1.233,39794,192.168.1.223,22,6,24/05/2025 06:40:39 PM,46,1,1,1448.0,0.0,1448.0,1448.0,1448.0,0.0,0.0,0.0,0.0,0.0,31478260.86956522,43478.260869565216,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,21739.130434782608,21739.130434782608,0.0,1448.0,482.6666666666667,836.0031897865781,698901.3333333334,0,0,0,0,1,0,0,0,1.0,724.0,1448.0,0.0,0,0,0,0,0,0,1,1448,1,0,-1,509,1,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39790-6,192.168.1.233,39790,192.168.1.223,22,6,24/05/2025 06:40:37 PM,215,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9302.32558139535,215.0,0.0,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,4651.162790697675,4651.162790697675,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39796-6,192.168.1.233,39796,192.168.1.223,22,6,24/05/2025 06:40:37 PM,163,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18404.907975460123,81.5,113.84419177103416,162.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,32,80,6134.969325153375,12269.938650306747,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39804-6,192.168.1.233,39804,192.168.1.223,22,6,24/05/2025 06:40:37 PM,232,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8620.689655172413,232.0,0.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,4310.344827586207,4310.344827586207,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39794-6,192.168.1.233,39794,192.168.1.223,22,6,24/05/2025 06:40:39 PM,92,3,2,5792.0,37.0,2896.0,0.0,1930.6666666666663,1672.0063795731562,37.0,0.0,18.5,26.16295090390226,63358695.65217392,54347.82608695652,23.0,16.431676725154983,40.0,1.0,51.0,25.5,4.949747468305833,29.0,22.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,96,64,32608.695652173912,21739.130434782608,0.0,2896.0,971.5,1490.7801648801208,2222425.5,0,0,0,0,1,0,0,0,0.0,1165.8,1930.6666666666667,18.5,0,0,0,0,0,0,3,5792,2,37,-1,495,2,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39794-6,192.168.1.233,39794,192.168.1.223,22,6,24/05/2025 06:40:39 PM,38,2,1,5792.0,0.0,2896.0,2896.0,2896.0,0.0,0.0,0.0,0.0,0.0,152421052.63157895,78947.36842105263,19.0,4.242640687119285,22.0,16.0,16.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,32,52631.57894736842,26315.78947368421,0.0,2896.0,1448.0,1672.0063795731562,2795605.333333333,0,0,0,0,1,0,0,0,0.0,1930.6666666666667,2896.0,0.0,0,0,0,0,0,0,2,5792,1,0,-1,490,2,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39790-6,192.168.1.233,39790,192.168.1.223,22,6,24/05/2025 06:40:39 PM,81,1,1,0.0,37.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,0.0,456790.1234567901,24691.358024691355,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,32,32,12345.679012345678,12345.679012345678,0.0,37.0,24.666666666666664,21.361959960016154,456.33333333333337,0,0,0,1,1,0,0,0,1.0,37.0,0.0,37.0,0,0,0,0,0,0,1,0,1,37,-1,510,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39758-6,192.168.1.233,39758,192.168.1.223,22,6,24/05/2025 06:40:39 PM,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39758-6,192.168.1.233,39758,192.168.1.223,22,6,24/05/2025 06:40:39 PM,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,40,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39762-6,192.168.1.233,39762,192.168.1.223,22,6,24/05/2025 06:40:39 PM,118,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33898.30508474576,39.33333333333333,67.26316475853135,117.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,39.33333333333333,67.26316475853135,117.0,0.0,0,0,0,0,0,80,0.0,33898.30508474576,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39804-6,192.168.1.233,39804,192.168.1.223,22,6,24/05/2025 06:40:39 PM,23,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86956.52173913043,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,40,43478.260869565216,43478.260869565216,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,65160,0,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39790-6,192.168.1.233,39790,192.168.1.223,22,6,24/05/2025 06:40:39 PM,794,10,3,28960.0,0.0,2896.0,2896.0,2896.0,0.0,0.0,0.0,0.0,0.0,36473551.6372796,16372.7959697733,66.16666666666667,67.92219256196196,201.0,0.0,727.0,80.77777777777777,70.7721304218295,201.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,320,96,12594.458438287154,3778.337531486146,0.0,2896.0,2068.5714285714284,1357.6657407978828,1843256.263736264,0,0,0,0,1,0,0,0,0.0,2227.692307692308,2896.0,0.0,0,0,0,0,0,0,10,28960,3,0,-1,411,10,0,0,0,0,0,0,0,0,0,DDoS
192.168.1.223-192.168.1.233-22-39766-6,192.168.1.233,39766,192.168.1.223,22,6,24/05/2025 06:40:36 PM,158,3,4,5792.0,0.0,2896.0,0.0,1930.6666666666663,1672.0063795731562,0.0,0.0,0.0,0.0,36658227.84810127,44303.79746835443,26.333333333333336,36.718750886524816,87.0,0.0,70.0,35.0,29.698484809834994,56.0,14.0,1.0,0.3333333333333333,0.5773502691896257,1.0,0.0,0,0,0,0,96,104,18987.3417721519,25316.45569620253,0.0,2896.0,724.0,1340.5875044706545,1797174.857142857,0,0,0,0,1,0,0,0,1.0,827.4285714285714,1930.6666666666667,0.0,0,0,0,0,0,0,3,5792,4,0,-1,0,2,0,0,0,0,0,0,0,0,0,DDoS
